subscriber_id,usage_minutes,data_gb,sms_count,cost,billing_date
CUST8333,283.76,2.88,25,39.95,2024-08-31
CUST6007,356.87,4.49,22,62.91,2024-08-31
CUST6523,332.48,4.78,18,73.26,2024-08-31
CUST6447,366.05,4.0,23,64.69,2024-08-31
CUST1648,354.19,3.24,29,54.66,2024-08-31
CUST9377,272.0,6.87,16,89.34,2024-08-31
CUST3221,329.46,9.58,26,119.87,2024-08-31
CUST9536,287.21,4.62,16,63.05,2024-08-31
CUST1633,286.7,4.03,17,59.11,2024-08-31
CUST8704,285.17,4.64,17,64.54,2024-08-31
CUST4232,252.67,3.36,27,47.66,2024-08-31
CUST9184,307.39,6.78,32,97.79,2024-08-31
CUST7308,331.44,6.88,20,88.01,2024-08-31
CUST4977,309.82,6.92,19,86.87,2024-08-31
CUST4232,234.25,3.6,20,45.91,2024-08-31
CUST7251,321.64,3.98,25,61.55,2024-08-31
CUST4358,171.82,6.99,20,82.89,2024-08-31
CUST3310,370.23,4.24,12,50.12,2024-08-31
CUST2667,245.53,6.01,15,76.14,2024-08-31
CUST4049,290.92,4.97,15,62.27,2024-08-31
CUST7055,358.0,8.97,19,284.23,2024-08-31
CUST9557,200.13,3.91,13,52.63,2024-08-31
CUST9042,220.38,8.22,20,104.72,2024-08-31
CUST2162,285.51,7.53,24,99.06,2024-08-31
CUST8838,310.61,6.15,21,72.95,2024-08-31
CUST7232,297.82,4.7,30,64.37,2024-08-31
CUST5130,268.36,2.71,30,52.12,2024-08-31
CUST3480,330.6,8.99,22,111.57,2024-08-31
CUST5693,263.39,6.49,26,86.81,2024-08-31
CUST4851,340.42,2.76,20,48.58,2024-08-31
CUST8852,242.37,1.35,24,26.63,2024-08-31
CUST2291,308.48,5.63,20,72.61,2024-08-31
CUST4272,291.16,4.33,19,63.23,2024-08-31
CUST9863,241.94,5.27,31,71.06,2024-08-31
CUST8927,377.03,1.83,17,44.72,2024-08-31
CUST1199,186.6,2.75,24,41.01,2024-08-31
CUST5424,271.89,3.29,18,49.16,2024-08-31
CUST2284,266.29,8.42,23,110.92,2024-08-31
CUST9723,328.73,2.75,24,41.06,2024-08-31
CUST7401,265.76,3.9,22,49.63,2024-08-31
CUST2575,335.5,6.18,21,85.57,2024-08-31
CUST5655,270.53,5.21,17,14.92,2024-08-31
CUST4948,324.0,2.74,29,45.7,2024-08-31
CUST9312,241.56,8.58,24,108.69,2024-08-31
CUST9676,218.5,1.74,16,35.1,2024-08-31
CUST7283,380.59,2.61,30,47.54,2024-08-31
CUST6222,259.58,-0.6,25,12.47,2024-08-31
CUST4844,337.06,5.47,18,81.73,2024-08-31
CUST6906,326.76,5.41,36,80.68,2024-08-31
CUST4583,319.73,0.85,20,33.05,2024-08-31
CUST2175,331.72,3.44,22,61.61,2024-08-31
CUST8106,292.0,4.38,16,61.73,2024-08-31
CUST3984,319.14,1.39,27,40.27,2024-08-31
CUST1202,322.18,4.14,20,69.54,2024-08-31
CUST3211,232.98,4.13,26,50.2,2024-08-31
CUST6198,248.83,4.68,17,247.9,2024-08-31
CUST3083,203.25,6.29,22,89.6,2024-08-31
CUST7556,231.36,7.61,19,89.88,2024-08-31
CUST7940,229.7,-0.72,37,5.57,2024-08-31
CUST2174,295.27,6.16,26,86.74,2024-08-31
CUST6841,283.74,4.5,17,64.47,2024-08-31
CUST4604,275.23,6.33,24,83.57,2024-08-31
CUST9708,362.87,5.85,24,81.0,2024-08-31
CUST3301,355.1,2.63,18,48.53,2024-08-31
CUST2000,381.22,2.72,23,55.43,2024-08-31
CUST8801,210.17,6.48,25,75.95,2024-08-31
CUST4817,237.18,7.55,25,9.19,2024-08-31
CUST7674,213.2,1.87,18,30.03,2024-08-31
CUST8148,303.87,7.23,16,89.25,2024-08-31
CUST9823,249.23,6.63,24,81.88,2024-08-31
CUST2390,307.0,2.97,13,51.33,2024-08-31
CUST1479,316.55,3.47,18,45.63,2024-08-31
CUST2988,316.71,7.33,17,90.32,2024-08-31
CUST6372,250.08,1.38,23,21.01,2024-08-31
CUST9787,232.8,5.57,19,71.58,2024-08-31
CUST8922,272.15,2.73,19,35.22,2024-08-31
CUST2788,250.68,4.26,29,57.47,2024-08-31
CUST3027,329.57,8.02,21,107.07,2024-08-31
CUST2559,202.71,2.65,21,37.75,2024-08-31
CUST3054,344.19,4.95,23,72.25,2024-08-31
CUST3408,308.81,6.07,23,83.04,2024-08-31
CUST5536,243.42,9.04,25,16.13,2024-08-31
CUST5257,341.83,4.39,24,60.02,2024-08-31
CUST5743,363.51,1.96,27,51.01,2024-08-31
CUST2372,274.97,9.11,12,110.33,2024-08-31
CUST5993,236.6,4.28,20,65.3,2024-08-31
CUST1150,297.17,6.57,22,89.08,2024-08-31
CUST4555,292.62,6.79,19,84.01,2024-08-31
CUST1305,304.4,8.84,23,108.5,2024-08-31
CUST8521,267.33,7.3,28,85.25,2024-08-31
CUST4473,214.57,6.11,21,269.15,2024-08-31
CUST3593,363.19,7.63,26,104.39,2024-08-31
CUST6446,347.11,9.34,22,7.22,2024-08-31
CUST5075,211.66,5.31,20,65.95,2024-08-31
CUST3345,283.41,5.21,27,74.63,2024-08-31
CUST5708,288.09,6.85,23,89.85,2024-08-31
CUST8742,371.77,3.61,23,57.1,2024-08-31
CUST9303,279.36,3.36,22,50.83,2024-08-31
CUST1471,259.49,5.98,19,81.89,2024-08-31
CUST8340,240.61,-3.04,20,0.0,2024-08-31
CUST8313,276.46,10.6,24,127.12,2024-08-31
CUST3507,309.57,2.9,29,55.43,2024-08-31
CUST2176,201.22,6.3,21,84.29,2024-08-31
CUST2040,282.7,4.9,20,63.6,2024-08-31
CUST4806,300.86,4.33,18,64.73,2024-08-31
CUST9346,355.77,9.55,22,122.94,2024-08-31
CUST5475,255.69,6.02,24,74.85,2024-08-31
