subscriber_id,usage_minutes,data_gb,sms_count,cost,billing_date
CUST2243,303.67,4.61,16,66.07,2025-04-30
CUST2527,298.36,5.51,18,70.9,2025-04-30
CUST5202,387.01,1.01,26,30.67,2025-04-30
CUST9655,322.63,7.06,19,79.49,2025-04-30
CUST1452,253.13,7.76,14,90.18,2025-04-30
CUST8805,242.72,4.11,19,67.37,2025-04-30
CUST3585,376.28,8.22,15,114.5,2025-04-30
CUST3667,381.13,5.86,24,78.42,2025-04-30
CUST5014,345.38,2.35,21,48.41,2025-04-30
CUST1001,374.74,2.28,17,44.78,2025-04-30
CUST9700,318.75,9.53,17,105.42,2025-04-30
CUST6269,299.8,5.79,15,13.57,2025-04-30
CUST6036,313.05,2.99,21,54.56,2025-04-30
CUST5014,303.99,4.96,26,75.4,2025-04-30
CUST3569,286.54,7.13,21,85.66,2025-04-30
CUST9354,269.5,2.87,21,41.09,2025-04-30
CUST4647,397.43,2.06,12,43.22,2025-04-30
CUST6903,236.74,3.11,19,42.18,2025-04-30
CUST5917,354.83,5.71,28,91.99,2025-04-30
CUST7820,227.44,7.02,23,91.94,2025-04-30
CUST5174,318.22,4.05,16,69.86,2025-04-30
CUST5796,301.45,6.07,24,76.61,2025-04-30
CUST5577,233.93,3.67,29,57.71,2025-04-30
CUST8355,338.14,2.53,22,45.22,2025-04-30
CUST3061,232.77,5.21,20,77.21,2025-04-30
CUST9183,254.02,2.84,19,48.68,2025-04-30
CUST7705,331.23,3.24,27,56.43,2025-04-30
CUST3814,314.75,3.83,31,62.06,2025-04-30
CUST1153,276.56,4.14,20,55.17,2025-04-30
CUST3698,245.71,5.02,17,66.97,2025-04-30
CUST5504,321.81,5.61,14,75.7,2025-04-30
CUST1323,319.62,4.52,22,55.14,2025-04-30
CUST3437,283.41,3.05,18,51.92,2025-04-30
CUST3400,330.93,4.22,26,65.65,2025-04-30
CUST9116,352.88,6.25,22,317.25,2025-04-30
CUST3949,305.05,4.65,20,65.02,2025-04-30
CUST6108,245.43,3.72,25,57.47,2025-04-30
CUST5557,258.88,9.48,19,112.82,2025-04-30
CUST9549,328.08,6.18,22,87.0,2025-04-30
CUST7506,285.66,3.36,19,53.36,2025-04-30
CUST7492,354.67,7.41,17,94.53,2025-04-30
CUST5744,316.79,3.46,14,59.96,2025-04-30
CUST8839,322.61,4.58,18,66.97,2025-04-30
CUST4878,194.78,6.53,20,78.25,2025-04-30
CUST7820,292.34,4.29,22,369.31,2025-04-30
CUST8191,212.09,3.26,25,51.13,2025-04-30
CUST2087,241.43,-0.13,16,3.91,2025-04-30
CUST9925,308.66,6.09,18,79.34,2025-04-30
CUST2108,282.88,1.81,16,31.86,2025-04-30
CUST2835,327.48,5.15,19,72.5,2025-04-30
CUST2296,192.56,4.86,18,58.92,2025-04-30
CUST2540,317.87,7.01,18,87.36,2025-04-30
CUST5111,306.58,8.59,24,107.15,2025-04-30
CUST7384,302.29,2.55,16,50.37,2025-04-30
CUST1200,351.5,3.51,16,47.02,2025-04-30
CUST1941,324.99,0.84,20,22.53,2025-04-30
CUST2293,293.9,3.85,17,58.93,2025-04-30
CUST3117,273.88,5.14,14,63.45,2025-04-30
CUST8140,310.46,7.11,15,89.68,2025-04-30
CUST5371,285.13,4.18,17,60.48,2025-04-30
CUST3878,231.98,1.3,21,24.38,2025-04-30
CUST3519,327.09,4.57,24,57.06,2025-04-30
CUST1758,251.72,5.35,21,63.92,2025-04-30
CUST6885,211.76,3.74,15,50.36,2025-04-30
CUST2883,281.42,5.04,24,63.43,2025-04-30
CUST8559,325.79,6.87,12,89.78,2025-04-30
CUST9748,353.22,1.66,18,44.04,2025-04-30
CUST7733,320.4,2.57,15,43.16,2025-04-30
CUST5216,350.36,1.76,21,44.79,2025-04-30
CUST7422,278.26,4.21,24,53.6,2025-04-30
CUST8296,366.21,2.29,17,37.64,2025-04-30
CUST4533,330.98,3.06,14,48.94,2025-04-30
CUST2290,301.06,4.07,14,60.19,2025-04-30
CUST7321,384.09,4.78,20,76.03,2025-04-30
CUST3322,246.54,1.55,24,37.39,2025-04-30
CUST4992,313.56,1.44,19,32.89,2025-04-30
CUST7209,298.21,5.58,20,14.41,2025-04-30
CUST5133,343.89,5.89,18,82.61,2025-04-30
CUST3569,281.76,6.51,22,85.72,2025-04-30
CUST8114,320.39,3.39,19,53.1,2025-04-30
CUST3864,382.15,3.86,18,64.25,2025-04-30
CUST9562,264.57,1.67,17,34.47,2025-04-30
CUST6981,226.46,4.32,31,65.48,2025-04-30
CUST2446,298.44,8.22,16,7.52,2025-04-30
CUST2704,288.28,3.83,22,51.24,2025-04-30
CUST2146,310.02,5.85,23,86.22,2025-04-30
CUST7225,304.42,5.28,18,69.89,2025-04-30
CUST3580,262.78,5.26,18,75.52,2025-04-30
CUST2400,280.8,6.33,26,372.92,2025-04-30
CUST6099,322.82,3.95,15,52.2,2025-04-30
CUST5395,410.62,5.65,15,79.53,2025-04-30
CUST4907,289.44,6.74,22,87.19,2025-04-30
CUST8291,303.88,6.04,17,75.98,2025-04-30
CUST2815,319.57,5.13,21,62.0,2025-04-30
CUST4977,281.55,2.3,24,44.72,2025-04-30
CUST2737,248.93,7.23,20,96.95,2025-04-30
CUST9763,313.56,0.34,15,31.7,2025-04-30
CUST7686,262.68,1.13,21,26.24,2025-04-30
CUST5145,198.16,4.56,23,49.74,2025-04-30
CUST1567,285.4,7.79,20,97.99,2025-04-30
CUST4067,302.31,5.45,21,60.3,2025-04-30
CUST1423,269.92,3.53,15,54.95,2025-04-30
CUST6700,252.16,4.9,8,62.84,2025-04-30
CUST6560,272.45,3.54,19,56.34,2025-04-30
CUST1910,409.91,1.66,21,37.88,2025-04-30
CUST5639,285.5,2.94,21,46.6,2025-04-30
CUST3852,344.52,1.67,19,33.7,2025-04-30
CUST2570,349.25,5.54,11,73.94,2025-04-30
CUST4317,311.65,6.04,21,84.81,2025-04-30
CUST2279,280.66,5.91,13,89.77,2025-04-30
CUST9132,296.19,5.29,21,74.23,2025-04-30
CUST2892,311.15,2.47,21,45.45,2025-04-30
CUST1034,349.51,4.03,22,57.23,2025-04-30
CUST3626,269.77,4.88,22,68.21,2025-04-30
CUST4370,330.01,3.1,20,49.23,2025-04-30
CUST5929,307.07,3.78,16,46.3,2025-04-30
CUST5593,333.09,3.11,19,58.1,2025-04-30
CUST2458,290.2,6.22,18,80.75,2025-04-30
CUST8390,246.48,7.35,29,97.76,2025-04-30
CUST1264,249.81,5.7,23,71.1,2025-04-30
CUST1616,226.4,2.95,22,44.88,2025-04-30
CUST2835,313.57,3.92,26,66.83,2025-04-30
CUST1469,358.71,2.95,18,59.19,2025-04-30
CUST1258,282.78,4.02,15,47.88,2025-04-30
CUST1916,271.03,4.23,21,61.59,2025-04-30
CUST1721,246.64,2.74,23,53.36,2025-04-30
CUST7000,289.26,4.51,23,63.6,2025-04-30
CUST7883,282.0,4.39,20,63.72,2025-04-30
CUST4876,332.36,7.78,19,100.18,2025-04-30
CUST3609,296.67,3.48,26,56.01,2025-04-30
CUST5367,305.72,3.01,19,51.83,2025-04-30
CUST1368,277.54,3.21,17,49.75,2025-04-30
CUST6029,279.77,6.09,15,82.85,2025-04-30
CUST9388,265.81,1.42,15,29.68,2025-04-30
CUST8274,292.64,5.49,19,74.7,2025-04-30
CUST9883,275.95,2.81,9,40.8,2025-04-30
CUST2040,277.47,5.22,20,68.03,2025-04-30
CUST5814,298.26,5.3,19,73.0,2025-04-30
CUST9217,182.06,3.51,18,32.8,2025-04-30
CUST7389,329.97,4.99,17,64.37,2025-04-30
CUST5815,306.94,3.25,12,52.74,2025-04-30
CUST6163,158.68,2.79,13,32.82,2025-04-30
CUST9632,341.3,0.79,27,30.56,2025-04-30
CUST1849,329.33,8.22,17,99.64,2025-04-30
CUST4077,181.81,6.19,25,69.17,2025-04-30
CUST2188,327.41,8.24,21,105.1,2025-04-30
CUST6970,270.87,5.51,18,79.46,2025-04-30
CUST5212,284.05,7.41,21,13.34,2025-04-30
CUST9886,271.92,5.9,16,76.64,2025-04-30
CUST9663,411.22,5.49,21,19.53,2025-04-30
CUST7236,311.89,2.32,26,39.83,2025-04-30
CUST9811,372.64,4.32,19,61.21,2025-04-30
CUST6401,339.39,3.92,32,64.04,2025-04-30
CUST9649,201.63,2.26,23,41.95,2025-04-30
CUST2088,294.8,3.46,18,42.81,2025-04-30
CUST6579,296.35,3.31,19,46.87,2025-04-30
CUST2982,359.38,6.45,21,84.39,2025-04-30
CUST3420,310.7,7.52,16,97.0,2025-04-30
CUST1466,227.21,4.09,12,60.67,2025-04-30
CUST9032,225.05,2.39,17,39.23,2025-04-30
CUST3315,280.23,1.77,23,29.81,2025-04-30
CUST1245,221.52,3.24,12,49.59,2025-04-30
