subscriber_id,usage_minutes,data_gb,sms_count,cost,billing_date
CUST6817,259.72,7.88,26,93.05,2024-12-31
CUST3325,338.44,4.71,24,63.25,2024-12-31
CUST7787,296.06,2.37,15,47.4,2024-12-31
CUST9275,339.65,2.53,31,51.62,2024-12-31
CUST1648,288.54,2.97,18,42.74,2024-12-31
CUST3797,246.64,5.97,20,85.59,2024-12-31
CUST2933,316.47,9.4,26,109.76,2024-12-31
CUST1250,297.1,2.49,28,48.28,2024-12-31
CUST6234,306.49,7.17,17,94.69,2024-12-31
CUST9495,316.09,3.88,26,62.03,2024-12-31
CUST3919,371.38,3.35,21,10.05,2024-12-31
CUST2283,422.67,3.66,25,63.03,2024-12-31
CUST7826,269.42,6.62,23,86.0,2024-12-31
CUST1152,344.52,4.16,16,58.66,2024-12-31
CUST6717,362.15,6.6,27,80.12,2024-12-31
CUST4612,313.51,6.61,15,83.99,2024-12-31
CUST7423,361.13,6.77,27,93.15,2024-12-31
CUST7042,355.09,4.08,19,62.85,2024-12-31
CUST4150,331.49,6.24,12,83.54,2024-12-31
CUST5004,250.97,3.03,23,40.08,2024-12-31
CUST9348,305.18,7.01,20,78.29,2024-12-31
CUST9360,276.71,5.8,19,75.84,2024-12-31
CUST9090,289.33,5.65,21,75.19,2024-12-31
CUST6898,227.52,3.58,17,43.7,2024-12-31
CUST8235,297.65,3.9,20,53.4,2024-12-31
CUST9802,284.41,6.86,16,84.73,2024-12-31
CUST9026,407.01,4.41,17,63.33,2024-12-31
CUST1469,443.52,3.8,22,62.7,2024-12-31
CUST1154,306.39,3.32,23,50.4,2024-12-31
CUST1852,235.94,6.0,31,80.73,2024-12-31
CUST5065,295.27,6.35,23,82.46,2024-12-31
CUST5204,315.62,5.17,22,65.29,2024-12-31
CUST1401,282.97,4.92,14,66.14,2024-12-31
CUST1090,303.17,4.75,18,66.16,2024-12-31
CUST3705,272.3,9.1,20,114.93,2024-12-31
CUST1524,350.12,6.29,24,83.77,2024-12-31
CUST9098,246.61,2.0,21,35.98,2024-12-31
CUST3648,291.17,9.26,19,114.41,2024-12-31
CUST4761,290.92,10.45,16,121.81,2024-12-31
CUST7645,353.94,3.53,26,58.63,2024-12-31
CUST1125,394.42,4.16,23,371.6,2024-12-31
CUST2931,299.45,3.96,20,56.96,2024-12-31
CUST7939,315.22,6.83,20,83.98,2024-12-31
CUST4205,336.68,5.56,22,72.11,2024-12-31
CUST9164,287.19,2.7,26,43.79,2024-12-31
CUST9509,289.97,4.48,13,58.95,2024-12-31
CUST1448,326.28,5.02,26,68.75,2024-12-31
CUST1258,283.3,5.9,23,74.84,2024-12-31
CUST2630,326.58,4.87,19,70.81,2024-12-31
CUST5598,213.27,7.56,31,266.72,2024-12-31
CUST5933,283.71,6.41,22,78.96,2024-12-31
CUST9275,253.81,6.0,21,76.71,2024-12-31
CUST4199,248.06,8.52,13,92.73,2024-12-31
CUST9496,309.69,2.76,17,52.32,2024-12-31
CUST4282,260.19,7.33,21,86.33,2024-12-31
CUST3084,264.17,3.62,23,54.03,2024-12-31
CUST7883,309.2,4.73,23,70.08,2024-12-31
CUST9817,296.12,2.94,21,38.39,2024-12-31
CUST8432,296.6,8.18,23,95.48,2024-12-31
CUST7339,166.28,6.14,19,68.3,2024-12-31
CUST9326,336.07,3.04,23,55.81,2024-12-31
CUST9299,339.69,5.45,22,77.76,2024-12-31
CUST3907,213.41,3.97,19,59.64,2024-12-31
CUST1677,255.46,6.18,24,257.63,2024-12-31
CUST6554,326.0,3.58,26,56.22,2024-12-31
CUST6834,199.1,5.57,16,75.93,2024-12-31
CUST4631,318.18,5.54,20,72.52,2024-12-31
CUST7833,301.56,4.44,25,59.91,2024-12-31
CUST3546,312.2,6.16,24,77.94,2024-12-31
CUST4878,218.15,4.53,14,73.48,2024-12-31
CUST1189,334.0,3.29,14,40.7,2024-12-31
CUST6225,371.01,4.83,16,74.96,2024-12-31
CUST4888,327.35,8.89,24,108.98,2024-12-31
CUST1904,340.26,4.36,20,63.97,2024-12-31
CUST9456,266.28,1.14,17,34.32,2024-12-31
CUST7860,342.46,7.91,17,96.0,2024-12-31
CUST9570,279.18,7.1,21,91.54,2024-12-31
CUST8969,303.94,1.52,25,42.62,2024-12-31
CUST5010,316.0,1.55,16,34.25,2024-12-31
CUST3850,293.32,2.82,26,51.5,2024-12-31
CUST1251,236.81,3.97,13,54.4,2024-12-31
CUST6161,330.39,5.31,23,61.3,2024-12-31
CUST7134,277.99,4.18,17,62.46,2024-12-31
CUST7772,341.37,2.03,27,43.36,2024-12-31
CUST6428,304.45,4.42,19,68.47,2024-12-31
CUST2094,239.66,5.78,29,81.46,2024-12-31
CUST6879,290.13,3.24,29,60.87,2024-12-31
CUST7100,319.66,4.41,15,57.4,2024-12-31
CUST7429,291.74,7.69,17,89.67,2024-12-31
CUST3629,217.24,6.47,20,71.71,2024-12-31
CUST2536,329.32,3.53,22,58.86,2024-12-31
CUST8171,347.06,7.01,21,95.55,2024-12-31
CUST3680,314.79,6.16,17,95.99,2024-12-31
CUST6442,296.7,4.76,27,73.45,2024-12-31
CUST5769,301.29,2.59,28,47.09,2024-12-31
CUST6323,279.4,5.8,24,76.14,2024-12-31
CUST1582,367.39,5.93,21,79.13,2024-12-31
CUST3187,304.35,4.85,13,70.21,2024-12-31
CUST9200,237.43,3.85,17,54.05,2024-12-31
CUST9369,303.56,6.75,18,337.21,2024-12-31
CUST3471,331.36,6.9,21,93.88,2024-12-31
CUST2663,319.73,3.35,20,49.97,2024-12-31
CUST3193,238.58,4.79,18,61.13,2024-12-31
CUST2970,313.6,4.54,17,59.42,2024-12-31
CUST7314,270.18,1.27,20,34.0,2024-12-31
