subscriber_id,usage_minutes,data_gb,sms_count,cost,billing_date
CUST8939,249.25,4.64,25,58.8,2025-02-28
CUST2326,332.15,2.8,22,42.79,2025-02-28
CUST4691,183.46,4.85,30,70.31,2025-02-28
CUST5717,400.87,4.42,24,61.84,2025-02-28
CUST6593,265.96,3.91,18,52.41,2025-02-28
CUST6210,273.18,5.77,28,74.17,2025-02-28
CUST6563,216.29,4.39,22,49.42,2025-02-28
CUST9164,334.91,2.51,25,38.01,2025-02-28
CUST4367,325.97,1.3,15,25.55,2025-02-28
CUST3583,270.63,9.62,25,110.02,2025-02-28
CUST9585,300.16,7.25,21,98.26,2025-02-28
CUST1269,283.17,7.39,22,94.37,2025-02-28
CUST7272,339.48,6.48,19,76.6,2025-02-28
CUST8159,211.25,4.12,17,53.29,2025-02-28
CUST3171,216.64,7.19,37,83.78,2025-02-28
CUST6324,221.88,5.32,23,73.75,2025-02-28
CUST3459,369.4,2.72,11,58.65,2025-02-28
CUST8169,197.34,4.13,20,58.01,2025-02-28
CUST3723,236.11,4.52,22,59.1,2025-02-28
CUST1077,146.19,6.08,22,76.41,2025-02-28
CUST8399,300.06,7.07,18,13.23,2025-02-28
CUST7453,354.63,7.23,21,94.12,2025-02-28
CUST7832,329.99,2.9,15,57.38,2025-02-28
CUST2331,237.2,3.44,17,52.44,2025-02-28
CUST2996,315.67,7.95,20,99.47,2025-02-28
CUST1047,237.6,1.54,22,37.1,2025-02-28
CUST9497,328.36,5.68,17,78.29,2025-02-28
CUST1628,240.99,5.67,19,73.29,2025-02-28
CUST8665,297.96,3.86,22,56.52,2025-02-28
CUST2473,303.62,3.59,21,406.37,2025-02-28
CUST6587,286.52,4.23,24,61.6,2025-02-28
CUST9891,335.96,6.76,25,93.93,2025-02-28
CUST9021,323.67,3.1,18,54.13,2025-02-28
CUST7605,323.66,8.0,27,100.46,2025-02-28
CUST8400,252.72,3.33,19,45.38,2025-02-28
CUST4131,256.42,6.9,15,84.38,2025-02-28
CUST9792,259.59,5.71,30,82.62,2025-02-28
CUST2638,255.84,6.86,21,80.23,2025-02-28
CUST2555,324.94,2.97,26,47.03,2025-02-28
CUST4698,400.62,5.13,27,81.62,2025-02-28
CUST8520,219.11,4.2,21,57.81,2025-02-28
CUST5113,213.04,4.07,24,61.73,2025-02-28
CUST5218,299.3,4.67,15,62.65,2025-02-28
CUST5154,336.9,4.28,15,71.66,2025-02-28
CUST2035,339.08,6.39,20,84.27,2025-02-28
CUST4860,211.23,9.32,20,111.9,2025-02-28
CUST4774,203.77,8.94,21,108.37,2025-02-28
CUST1017,315.73,6.39,23,77.16,2025-02-28
CUST7546,191.45,4.85,16,62.8,2025-02-28
CUST7483,256.53,5.93,25,77.87,2025-02-28
CUST4621,395.35,2.37,29,48.0,2025-02-28
CUST5908,223.56,7.66,23,94.02,2025-02-28
CUST4176,375.49,5.07,26,69.81,2025-02-28
CUST9475,376.79,7.09,18,88.69,2025-02-28
CUST1687,198.73,5.66,24,64.91,2025-02-28
CUST7768,336.56,6.62,20,83.47,2025-02-28
CUST5466,282.8,3.86,19,268.65,2025-02-28
CUST1341,358.28,6.13,30,84.51,2025-02-28
CUST4705,301.8,1.84,27,41.79,2025-02-28
CUST3707,247.38,2.31,16,30.31,2025-02-28
CUST4588,174.09,4.42,20,53.81,2025-02-28
CUST9260,381.88,6.18,27,83.76,2025-02-28
CUST3484,338.24,2.35,19,42.01,2025-02-28
CUST8336,260.64,5.21,20,72.81,2025-02-28
CUST2436,208.68,3.06,17,50.15,2025-02-28
CUST3711,231.43,6.38,13,69.52,2025-02-28
CUST6394,323.27,4.86,20,65.98,2025-02-28
CUST4899,271.89,4.84,16,63.43,2025-02-28
CUST4941,186.85,7.13,22,79.35,2025-02-28
CUST1040,238.68,6.37,17,80.94,2025-02-28
CUST9854,276.2,6.65,23,86.09,2025-02-28
CUST7228,240.61,2.28,21,39.59,2025-02-28
CUST7399,247.78,5.52,23,74.93,2025-02-28
CUST4011,351.55,6.09,24,79.34,2025-02-28
CUST2291,203.18,3.3,24,51.94,2025-02-28
CUST9113,299.19,2.6,28,55.54,2025-02-28
CUST7883,292.88,5.56,26,78.28,2025-02-28
CUST4434,255.61,7.75,25,87.41,2025-02-28
