subscriber_id,usage_minutes,data_gb,sms_count,cost,billing_date
CUST8544,264.92,4.53,20,59.45,2024-09-30
CUST4918,354.93,2.95,26,53.38,2024-09-30
CUST2705,357.69,4.47,16,64.53,2024-09-30
CUST9590,272.86,5.69,25,77.62,2024-09-30
CUST9015,387.7,4.83,19,77.41,2024-09-30
CUST4693,347.64,6.6,17,87.23,2024-09-30
CUST4940,292.56,7.65,28,100.91,2024-09-30
CUST1237,280.38,7.21,19,75.41,2024-09-30
CUST1346,253.57,5.25,27,73.59,2024-09-30
CUST2260,247.05,2.14,18,39.38,2024-09-30
CUST3363,343.13,7.37,21,98.19,2024-09-30
CUST2070,363.05,3.3,27,62.08,2024-09-30
CUST9455,303.86,7.17,17,97.58,2024-09-30
CUST1156,247.18,7.09,23,87.37,2024-09-30
CUST9451,316.07,5.6,19,76.17,2024-09-30
CUST3402,238.76,4.92,23,60.05,2024-09-30
CUST3766,348.03,4.57,16,69.17,2024-09-30
CUST8717,260.76,6.57,21,81.65,2024-09-30
CUST5028,265.0,5.24,25,76.71,2024-09-30
CUST8342,258.59,4.32,26,63.63,2024-09-30
CUST7456,322.33,6.75,16,85.25,2024-09-30
CUST8259,246.17,5.71,21,67.79,2024-09-30
CUST4217,295.19,6.32,22,79.36,2024-09-30
CUST1309,288.53,0.87,21,29.74,2024-09-30
CUST2181,267.35,2.42,22,35.61,2024-09-30
CUST3494,257.12,5.91,29,90.74,2024-09-30
CUST2037,318.44,2.75,21,12.86,2024-09-30
CUST6080,339.71,5.02,26,76.88,2024-09-30
CUST4164,286.24,2.64,20,41.0,2024-09-30
CUST4686,263.21,9.6,20,122.17,2024-09-30
CUST7707,415.87,5.32,24,83.65,2024-09-30
CUST1200,303.54,4.48,29,15.06,2024-09-30
CUST6938,312.92,4.52,16,71.57,2024-09-30
CUST2896,146.22,5.6,18,70.5,2024-09-30
CUST4223,351.91,4.45,27,74.96,2024-09-30
CUST5761,279.53,5.11,20,77.51,2024-09-30
CUST3520,367.85,6.77,17,85.04,2024-09-30
CUST4240,265.0,7.68,30,92.87,2024-09-30
CUST9444,299.63,3.07,18,48.82,2024-09-30
CUST3760,210.39,1.35,22,28.5,2024-09-30
CUST2324,191.48,2.98,19,37.65,2024-09-30
CUST4413,246.66,2.6,21,41.09,2024-09-30
CUST1707,353.7,5.59,20,76.11,2024-09-30
CUST6111,359.92,3.44,20,65.18,2024-09-30
CUST7736,269.4,2.55,17,44.55,2024-09-30
CUST5518,221.76,5.79,22,76.51,2024-09-30
CUST4319,320.24,6.08,25,87.44,2024-09-30
CUST8184,289.63,8.58,22,104.94,2024-09-30
CUST8553,323.84,1.24,15,27.34,2024-09-30
CUST7870,381.76,4.15,16,58.8,2024-09-30
CUST8193,366.25,3.19,25,52.7,2024-09-30
CUST9629,321.16,2.52,20,57.49,2024-09-30
CUST7856,255.92,4.35,24,355.88,2024-09-30
CUST8135,301.3,4.54,15,62.92,2024-09-30
CUST7550,338.21,5.8,20,80.39,2024-09-30
CUST8149,211.78,5.87,19,80.49,2024-09-30
CUST5978,264.59,7.05,24,90.61,2024-09-30
CUST9717,306.68,4.72,21,70.79,2024-09-30
CUST5533,291.06,6.03,15,77.9,2024-09-30
CUST4497,240.42,0.73,19,26.76,2024-09-30
CUST1575,223.0,4.44,15,58.16,2024-09-30
CUST6009,263.98,0.91,22,24.48,2024-09-30
CUST7327,261.76,6.8,22,77.77,2024-09-30
CUST2286,369.82,7.73,27,101.3,2024-09-30
CUST7161,360.71,3.48,20,65.45,2024-09-30
CUST1632,220.01,4.58,17,60.37,2024-09-30
CUST1080,298.17,3.46,22,59.24,2024-09-30
CUST7077,338.04,2.96,25,45.26,2024-09-30
CUST1942,326.84,5.99,23,81.43,2024-09-30
CUST6317,327.68,3.49,25,49.19,2024-09-30
CUST9124,238.65,6.22,21,74.29,2024-09-30
CUST2561,300.71,3.48,17,50.15,2024-09-30
CUST2314,222.36,4.62,12,59.6,2024-09-30
CUST1445,311.74,8.33,16,102.62,2024-09-30
CUST2524,332.96,3.53,18,44.11,2024-09-30
CUST4021,283.89,5.52,22,74.53,2024-09-30
CUST3763,266.37,-0.07,27,16.05,2024-09-30
CUST6403,295.98,5.42,24,386.27,2024-09-30
CUST6281,285.92,2.32,19,43.0,2024-09-30
CUST3184,317.17,7.93,15,97.21,2024-09-30
CUST1306,276.74,1.53,14,33.43,2024-09-30
CUST3793,263.38,4.75,30,64.97,2024-09-30
CUST7146,277.98,4.74,30,66.71,2024-09-30
CUST2579,277.07,4.22,23,57.07,2024-09-30
CUST2222,248.93,4.02,17,54.42,2024-09-30
CUST6307,308.52,1.16,17,35.61,2024-09-30
CUST3598,181.11,2.63,22,42.43,2024-09-30
CUST1134,204.18,3.2,16,45.15,2024-09-30
CUST8685,287.81,3.15,22,359.83,2024-09-30
CUST1654,336.61,5.73,23,76.24,2024-09-30
CUST6475,301.26,3.36,22,65.23,2024-09-30
CUST5829,309.62,3.36,23,49.5,2024-09-30
CUST3843,274.6,6.39,28,81.39,2024-09-30
CUST8388,307.62,6.16,24,78.96,2024-09-30
CUST7638,343.79,6.16,30,88.74,2024-09-30
CUST9829,317.54,8.62,17,105.66,2024-09-30
CUST2152,253.31,2.18,20,36.44,2024-09-30
CUST4118,144.87,2.92,10,15.02,2024-09-30
CUST1826,363.8,5.37,16,70.96,2024-09-30
CUST1174,347.86,4.62,18,67.34,2024-09-30
CUST7294,253.3,4.67,15,62.79,2024-09-30
CUST7284,371.76,5.35,17,61.96,2024-09-30
CUST4510,246.26,2.96,17,46.29,2024-09-30
CUST1302,224.02,5.29,20,79.32,2024-09-30
CUST9939,168.39,3.98,25,53.59,2024-09-30
CUST4064,339.02,9.67,27,127.64,2024-09-30
CUST2860,268.43,1.68,15,35.46,2024-09-30
CUST2288,235.5,4.43,14,63.11,2024-09-30
CUST9330,353.3,0.82,20,29.97,2024-09-30
CUST4570,303.58,5.8,16,76.22,2024-09-30
CUST4942,263.98,6.16,25,79.85,2024-09-30
CUST9204,268.5,5.82,25,72.96,2024-09-30
