subscriber_id,usage_minutes,data_gb,sms_count,cost,billing_date
CUST6716,354.45,5.63,24,73.42,2025-07-31
CUST9883,263.48,5.93,20,66.38,2025-07-31
CUST4201,309.32,4.18,19,65.29,2025-07-31
CUST4032,325.25,7.23,19,90.0,2025-07-31
CUST5199,267.33,9.03,22,110.1,2025-07-31
CUST4485,406.11,7.56,19,106.09,2025-07-31
CUST1357,264.62,6.39,20,12.84,2025-07-31
CUST6853,137.94,3.45,15,52.57,2025-07-31
CUST3408,228.49,4.62,18,61.88,2025-07-31
CUST4745,358.16,5.52,22,78.51,2025-07-31
CUST2079,269.99,5.64,29,73.77,2025-07-31
CUST1855,379.3,3.02,19,52.25,2025-07-31
CUST7801,329.42,6.06,12,76.38,2025-07-31
CUST1708,270.53,7.2,14,92.82,2025-07-31
CUST9092,315.36,7.13,17,93.57,2025-07-31
CUST1026,337.36,6.72,18,90.41,2025-07-31
CUST6170,289.89,5.06,23,75.23,2025-07-31
CUST2345,365.27,5.54,18,78.9,2025-07-31
CUST3371,293.49,5.69,22,78.99,2025-07-31
CUST9325,249.7,3.07,22,50.72,2025-07-31
CUST8834,331.42,5.48,11,69.04,2025-07-31
CUST1290,348.76,5.21,18,75.16,2025-07-31
CUST4807,271.81,3.86,12,55.76,2025-07-31
CUST7339,276.45,5.96,18,73.47,2025-07-31
CUST4760,289.33,6.12,19,86.86,2025-07-31
CUST8659,299.05,3.49,11,53.72,2025-07-31
CUST5802,258.64,6.54,32,92.38,2025-07-31
CUST1944,334.51,4.7,12,66.22,2025-07-31
CUST8387,324.9,8.4,19,108.86,2025-07-31
CUST3210,343.62,5.87,9,88.6,2025-07-31
CUST8443,259.59,3.82,19,51.99,2025-07-31
CUST2034,262.04,5.8,23,80.46,2025-07-31
CUST9368,271.15,3.7,27,58.45,2025-07-31
CUST7525,233.99,9.16,28,114.83,2025-07-31
CUST3012,276.54,2.07,25,46.33,2025-07-31
CUST6435,220.28,4.3,25,53.69,2025-07-31
CUST5951,292.88,5.74,16,77.82,2025-07-31
CUST1553,223.29,8.06,14,102.27,2025-07-31
CUST5848,305.78,7.86,21,98.41,2025-07-31
CUST8733,287.55,7.44,14,94.84,2025-07-31
CUST4804,368.43,3.57,14,60.35,2025-07-31
CUST2341,352.92,1.98,18,39.72,2025-07-31
CUST5818,335.88,8.5,19,106.01,2025-07-31
CUST6308,214.83,5.39,20,62.11,2025-07-31
CUST8593,333.48,6.23,15,77.31,2025-07-31
CUST6937,296.87,7.41,22,90.69,2025-07-31
CUST8928,260.36,5.29,16,63.9,2025-07-31
CUST8311,398.24,5.57,22,79.46,2025-07-31
CUST3397,288.95,6.73,15,88.52,2025-07-31
CUST4309,286.25,0.9,22,35.9,2025-07-31
CUST7755,287.55,6.65,20,86.46,2025-07-31
CUST8843,293.6,3.59,20,50.79,2025-07-31
CUST8273,228.89,4.21,14,50.91,2025-07-31
CUST9839,384.36,7.26,24,97.04,2025-07-31
CUST8446,256.94,8.55,19,104.8,2025-07-31
CUST9187,256.22,2.73,22,37.56,2025-07-31
CUST9029,328.15,4.2,15,58.96,2025-07-31
CUST4317,302.43,3.84,13,53.22,2025-07-31
CUST6420,337.77,6.5,28,82.62,2025-07-31
CUST2168,216.53,6.59,24,77.68,2025-07-31
CUST1541,209.76,2.24,14,35.98,2025-07-31
CUST7992,331.93,2.18,15,38.11,2025-07-31
CUST4063,302.37,3.78,17,54.39,2025-07-31
CUST7530,341.78,3.24,24,41.94,2025-07-31
CUST3371,260.16,6.65,14,81.33,2025-07-31
CUST3633,304.33,5.19,21,72.99,2025-07-31
CUST4538,279.41,4.52,15,60.06,2025-07-31
CUST2722,314.49,9.65,18,121.84,2025-07-31
CUST2389,279.6,1.42,19,26.98,2025-07-31
CUST1277,300.92,8.85,18,108.35,2025-07-31
CUST6042,338.54,2.54,22,52.47,2025-07-31
CUST8552,309.09,6.0,15,82.57,2025-07-31
CUST4316,257.2,5.64,18,70.5,2025-07-31
CUST6427,286.51,3.54,24,58.33,2025-07-31
CUST5606,253.89,7.24,23,368.34,2025-07-31
CUST5986,261.31,3.01,21,50.64,2025-07-31
CUST3489,297.22,6.06,20,73.83,2025-07-31
CUST3774,305.47,6.95,23,98.8,2025-07-31
CUST9005,367.27,8.69,28,108.27,2025-07-31
CUST1630,250.52,5.25,26,61.75,2025-07-31
CUST9199,376.48,5.18,24,73.33,2025-07-31
CUST1111,249.39,2.19,20,31.92,2025-07-31
CUST8188,235.25,4.83,16,71.59,2025-07-31
CUST4827,287.71,4.95,20,66.78,2025-07-31
CUST1531,334.81,9.2,14,117.15,2025-07-31
CUST4845,428.67,5.62,16,77.95,2025-07-31
CUST6812,272.66,5.43,21,69.46,2025-07-31
CUST6129,287.25,8.51,20,109.67,2025-07-31
CUST7363,196.33,4.81,18,59.71,2025-07-31
CUST2646,244.47,9.0,23,110.48,2025-07-31
CUST9119,243.55,4.45,22,63.53,2025-07-31
CUST9228,287.98,4.75,25,61.5,2025-07-31
CUST4069,330.8,6.69,16,85.05,2025-07-31
CUST5772,316.31,3.0,19,46.98,2025-07-31
CUST2788,352.45,4.09,21,55.69,2025-07-31
CUST5917,235.98,9.01,21,107.15,2025-07-31
CUST8708,295.16,4.41,26,66.06,2025-07-31
CUST1406,305.71,5.8,19,78.63,2025-07-31
CUST8613,214.49,2.8,15,45.48,2025-07-31
CUST5243,309.79,3.54,17,59.47,2025-07-31
CUST1055,323.63,6.01,21,85.42,2025-07-31
CUST8966,207.96,2.94,20,46.39,2025-07-31
CUST3718,263.71,5.87,16,71.34,2025-07-31
CUST1909,253.84,2.8,23,40.51,2025-07-31
CUST3855,431.62,6.49,23,91.97,2025-07-31
CUST1426,271.22,5.74,20,80.75,2025-07-31
CUST9442,264.84,5.43,23,81.0,2025-07-31
CUST2399,335.39,4.38,24,8.78,2025-07-31
CUST1008,221.49,4.05,28,55.89,2025-07-31
CUST2888,296.28,6.74,15,87.13,2025-07-31
CUST7049,330.53,6.62,16,91.33,2025-07-31
CUST1040,321.48,5.92,15,72.82,2025-07-31
CUST6662,352.66,5.42,17,20.31,2025-07-31
CUST8143,304.81,4.58,16,65.31,2025-07-31
CUST9752,276.06,8.01,11,91.65,2025-07-31
CUST8554,372.35,5.89,17,82.28,2025-07-31
CUST6088,344.48,5.66,24,84.0,2025-07-31
CUST2035,414.94,4.77,24,81.19,2025-07-31
CUST1183,273.86,4.66,18,62.48,2025-07-31
CUST8346,249.79,3.96,9,53.76,2025-07-31
CUST4746,311.71,8.6,24,101.4,2025-07-31
CUST1862,349.22,5.07,29,68.37,2025-07-31
CUST9035,319.12,5.83,21,80.95,2025-07-31
CUST1712,268.11,4.44,16,57.8,2025-07-31
CUST4031,359.45,8.34,23,103.13,2025-07-31
CUST2345,272.39,6.77,16,92.22,2025-07-31
CUST2194,389.79,4.27,22,64.7,2025-07-31
CUST6541,291.15,3.9,18,57.03,2025-07-31
CUST9227,389.73,4.46,25,70.25,2025-07-31
CUST8300,426.35,4.44,25,74.11,2025-07-31
CUST3853,392.34,6.67,24,89.3,2025-07-31
CUST4805,341.02,6.51,23,93.71,2025-07-31
CUST1684,332.44,5.17,18,72.61,2025-07-31
CUST6944,318.43,4.71,25,69.01,2025-07-31
CUST3098,302.32,2.78,22,51.05,2025-07-31
CUST8833,284.61,5.94,24,77.94,2025-07-31
CUST6606,313.95,6.72,23,88.39,2025-07-31
CUST5675,353.68,3.45,18,52.96,2025-07-31
CUST4023,318.86,8.63,22,106.32,2025-07-31
CUST7407,227.6,1.1,15,20.3,2025-07-31
CUST4213,335.42,5.99,22,78.23,2025-07-31
CUST2738,332.51,5.3,19,65.81,2025-07-31
CUST4392,265.4,5.41,27,73.98,2025-07-31
CUST3090,237.42,8.39,26,293.01,2025-07-31
CUST4677,322.84,6.64,24,89.58,2025-07-31
CUST5599,309.83,6.92,24,86.09,2025-07-31
CUST9193,390.05,5.42,11,68.75,2025-07-31
CUST1325,342.03,4.19,17,60.19,2025-07-31
CUST7279,178.81,2.33,24,40.86,2025-07-31
CUST6474,251.65,5.4,14,76.95,2025-07-31
CUST1856,343.87,5.06,18,71.51,2025-07-31
CUST9932,287.64,4.14,7,52.13,2025-07-31
CUST2153,285.94,9.1,24,113.26,2025-07-31
CUST9392,369.97,7.35,23,101.84,2025-07-31
CUST1354,273.24,8.13,19,99.8,2025-07-31
