subscriber_id,usage_minutes,data_gb,sms_count,cost,billing_date
CUST9360,335.06,9.54,19,110.86,2024-11-30
CUST3517,317.76,6.88,22,86.27,2024-11-30
CUST1172,274.8,5.7,30,82.32,2024-11-30
CUST4731,315.61,4.93,25,71.56,2024-11-30
CUST4758,329.64,3.31,18,50.93,2024-11-30
CUST1383,225.49,3.73,17,46.84,2024-11-30
CUST5602,269.16,4.02,23,56.45,2024-11-30
CUST1847,361.13,7.26,19,389.4,2024-11-30
CUST4258,376.62,3.83,19,54.7,2024-11-30
CUST1417,323.31,5.43,18,18.51,2024-11-30
CUST8834,344.18,3.65,18,56.52,2024-11-30
CUST7238,281.43,6.11,20,81.96,2024-11-30
CUST7633,412.6,6.14,27,89.77,2024-11-30
