subscriber_id,usage_minutes,data_gb,sms_count,cost,billing_date
CUST2577,217.17,2.82,15,33.1,2025-05-31
CUST3429,260.45,5.21,18,19.66,2025-05-31
CUST2359,276.06,3.06,26,43.46,2025-05-31
CUST6064,307.14,5.24,25,68.94,2025-05-31
CUST7507,341.5,5.85,23,70.41,2025-05-31
CUST7565,315.75,5.39,22,75.91,2025-05-31
CUST5476,306.85,2.76,26,48.28,2025-05-31
CUST9748,335.96,7.46,28,101.69,2025-05-31
CUST1057,297.93,6.24,28,78.23,2025-05-31
CUST1212,361.65,6.43,21,84.89,2025-05-31
CUST9482,295.35,5.32,22,63.37,2025-05-31
CUST2075,288.34,-0.27,24,12.06,2025-05-31
CUST8243,275.44,4.74,17,61.62,2025-05-31
CUST9214,316.82,7.15,11,90.32,2025-05-31
CUST9099,294.93,7.88,20,101.64,2025-05-31
CUST3084,302.57,4.0,31,62.92,2025-05-31
CUST4670,324.37,7.68,15,89.12,2025-05-31
CUST4039,314.29,3.63,21,45.43,2025-05-31
CUST6239,324.32,7.04,25,95.53,2025-05-31
CUST9750,247.52,7.41,20,93.64,2025-05-31
CUST7532,235.78,7.73,28,92.9,2025-05-31
CUST6468,269.44,6.91,21,93.65,2025-05-31
CUST6086,221.06,5.57,25,65.62,2025-05-31
CUST1497,412.96,7.63,16,103.02,2025-05-31
CUST6822,306.06,7.89,22,87.81,2025-05-31
CUST1291,268.44,6.26,22,71.6,2025-05-31
CUST3088,294.4,6.87,13,88.51,2025-05-31
CUST8929,301.27,7.41,26,92.3,2025-05-31
CUST1929,283.72,1.39,21,31.01,2025-05-31
CUST5000,331.37,7.01,21,7.0,2025-05-31
CUST3290,314.28,8.59,15,100.95,2025-05-31
CUST3014,338.69,6.58,27,88.09,2025-05-31
CUST6855,299.57,1.28,21,35.13,2025-05-31
CUST7241,297.28,3.74,30,54.37,2025-05-31
CUST4224,289.06,4.38,31,64.5,2025-05-31
CUST5769,226.47,1.84,13,36.76,2025-05-31
CUST7014,367.58,5.26,23,70.21,2025-05-31
CUST7409,234.75,1.99,24,23.9,2025-05-31
CUST4899,241.2,7.07,21,86.9,2025-05-31
CUST1641,341.82,4.8,27,71.54,2025-05-31
CUST3455,341.71,5.11,38,73.32,2025-05-31
CUST7897,389.51,5.5,27,73.29,2025-05-31
CUST1314,420.91,4.43,21,63.24,2025-05-31
CUST6620,321.26,6.23,23,79.7,2025-05-31
CUST1599,320.04,3.95,23,61.38,2025-05-31
CUST8553,319.43,6.27,18,82.47,2025-05-31
CUST3721,437.22,7.22,29,97.32,2025-05-31
CUST2374,278.93,3.52,25,243.45,2025-05-31
CUST6545,316.95,3.9,20,60.53,2025-05-31
CUST1035,390.93,2.78,29,60.32,2025-05-31
CUST9386,321.95,2.4,22,43.04,2025-05-31
CUST7373,370.69,-0.28,15,16.65,2025-05-31
CUST3453,284.89,2.28,20,43.96,2025-05-31
CUST1187,351.65,7.79,16,95.19,2025-05-31
CUST9257,359.49,5.02,20,71.72,2025-05-31
CUST7051,265.9,2.03,17,38.04,2025-05-31
CUST6383,310.14,2.63,11,46.99,2025-05-31
CUST9146,384.93,5.51,31,67.81,2025-05-31
CUST4906,408.45,6.29,25,98.06,2025-05-31
CUST2181,319.36,4.27,16,64.01,2025-05-31
CUST4248,177.75,4.88,25,69.39,2025-05-31
CUST4985,295.91,6.8,26,89.13,2025-05-31
CUST3298,298.11,-0.36,29,15.88,2025-05-31
CUST4448,387.14,8.86,20,110.45,2025-05-31
CUST3885,346.04,5.83,22,88.16,2025-05-31
CUST4755,383.79,5.85,24,81.73,2025-05-31
CUST6005,282.46,3.26,23,46.91,2025-05-31
CUST6045,259.11,3.22,23,51.95,2025-05-31
CUST5213,377.35,6.52,26,96.87,2025-05-31
CUST9239,327.08,5.13,20,81.77,2025-05-31
CUST7757,294.99,2.36,24,46.37,2025-05-31
CUST2108,287.45,5.42,24,69.49,2025-05-31
CUST3007,343.76,3.94,25,51.31,2025-05-31
CUST3854,404.71,6.52,18,90.05,2025-05-31
CUST3226,319.84,4.39,19,66.9,2025-05-31
CUST5194,267.39,4.51,19,57.32,2025-05-31
CUST7447,247.48,7.21,24,97.78,2025-05-31
CUST5708,352.77,1.81,23,43.7,2025-05-31
CUST8202,296.83,3.67,24,46.24,2025-05-31
CUST6237,268.42,0.92,26,25.69,2025-05-31
CUST9015,268.07,4.83,21,67.05,2025-05-31
CUST9658,284.23,3.51,25,51.09,2025-05-31
CUST1074,209.35,5.32,19,71.1,2025-05-31
CUST8288,276.64,4.1,31,66.55,2025-05-31
CUST7056,303.39,6.47,28,80.64,2025-05-31
CUST7562,268.81,6.82,19,93.75,2025-05-31
CUST2393,287.3,5.08,17,71.67,2025-05-31
CUST8663,326.51,3.33,32,59.87,2025-05-31
CUST7710,377.7,1.18,20,41.56,2025-05-31
CUST6758,263.47,5.17,28,66.76,2025-05-31
CUST4771,392.13,6.12,14,297.73,2025-05-31
CUST8904,297.03,5.13,14,13.1,2025-05-31
CUST7358,267.28,5.44,26,71.82,2025-05-31
CUST2026,358.53,5.43,18,79.2,2025-05-31
CUST2418,348.62,1.66,21,40.1,2025-05-31
CUST6130,280.37,3.95,15,49.02,2025-05-31
CUST2577,315.39,4.85,16,68.47,2025-05-31
CUST8993,322.75,5.68,14,73.28,2025-05-31
CUST7764,330.1,4.95,20,66.88,2025-05-31
CUST5846,244.6,5.33,16,72.44,2025-05-31
CUST1843,344.0,3.05,14,47.22,2025-05-31
CUST5681,341.11,5.09,19,77.69,2025-05-31
CUST7260,385.87,5.87,27,82.33,2025-05-31
CUST2317,312.89,1.57,26,41.72,2025-05-31
CUST8351,376.38,6.27,31,82.23,2025-05-31
CUST4610,277.25,1.08,21,40.49,2025-05-31
CUST4659,406.85,2.99,19,50.45,2025-05-31
CUST6972,287.18,3.72,22,54.49,2025-05-31
CUST9874,277.52,6.58,12,79.59,2025-05-31
CUST8417,233.22,2.8,19,42.36,2025-05-31
CUST3627,304.65,3.81,21,64.32,2025-05-31
CUST2841,321.81,4.05,22,62.5,2025-05-31
CUST5844,228.46,5.79,18,71.53,2025-05-31
CUST2865,371.64,5.24,25,70.43,2025-05-31
CUST1038,272.14,5.7,27,74.13,2025-05-31
CUST9753,293.57,2.85,24,47.13,2025-05-31
CUST6241,240.88,1.25,17,16.99,2025-05-31
CUST8200,299.27,6.69,22,84.0,2025-05-31
CUST8648,326.07,1.29,26,44.35,2025-05-31
CUST7446,255.39,7.36,27,89.44,2025-05-31
CUST4799,261.47,4.71,19,63.7,2025-05-31
CUST6380,260.43,2.86,18,41.81,2025-05-31
CUST5253,361.35,6.44,20,18.27,2025-05-31
CUST8029,430.55,7.39,26,93.65,2025-05-31
CUST6459,312.12,4.42,17,59.08,2025-05-31
CUST8772,252.51,3.08,14,38.97,2025-05-31
CUST5444,351.96,2.93,24,45.56,2025-05-31
CUST2846,349.32,6.62,22,80.82,2025-05-31
CUST5723,322.64,3.45,30,51.88,2025-05-31
CUST3693,267.29,7.34,21,92.9,2025-05-31
CUST8692,289.7,1.24,27,36.92,2025-05-31
CUST6435,245.89,2.61,15,349.06,2025-05-31
CUST9175,326.12,3.91,23,61.83,2025-05-31
CUST1607,315.52,4.04,22,60.34,2025-05-31
CUST5437,285.8,2.72,17,45.0,2025-05-31
CUST3953,311.27,8.01,26,111.42,2025-05-31
CUST4682,261.42,4.81,24,76.49,2025-05-31
CUST2081,225.59,3.73,16,54.54,2025-05-31
CUST3283,430.56,4.4,22,61.61,2025-05-31
