subscriber_id,usage_minutes,data_gb,sms_count,cost,billing_date
CUST7242,225.52,3.81,20,42.79,2025-01-31
CUST8268,198.98,2.52,21,34.99,2025-01-31
CUST3834,325.06,6.98,30,89.05,2025-01-31
CUST4349,222.43,5.46,11,70.09,2025-01-31
CUST3563,259.67,3.18,15,48.29,2025-01-31
CUST3086,343.61,1.94,17,36.79,2025-01-31
CUST2377,268.95,9.22,17,104.82,2025-01-31
CUST2979,419.27,6.35,20,82.9,2025-01-31
CUST1937,259.46,5.54,23,64.39,2025-01-31
CUST4636,304.78,4.89,24,64.86,2025-01-31
CUST6744,389.53,9.35,26,119.43,2025-01-31
CUST5582,351.95,3.87,16,61.52,2025-01-31
CUST5359,330.54,2.78,18,45.65,2025-01-31
CUST1593,324.76,4.01,16,60.5,2025-01-31
CUST9512,294.99,4.02,13,56.63,2025-01-31
CUST1396,223.39,9.09,19,110.94,2025-01-31
CUST1548,473.66,2.99,16,59.04,2025-01-31
CUST1199,261.2,3.23,16,53.28,2025-01-31
CUST6556,299.96,6.32,24,80.72,2025-01-31
CUST4869,239.0,4.76,16,9.32,2025-01-31
CUST1632,364.17,4.11,17,68.5,2025-01-31
CUST8767,242.79,10.6,20,123.44,2025-01-31
CUST4048,265.66,6.34,19,76.95,2025-01-31
CUST1569,298.26,3.22,14,45.98,2025-01-31
CUST7611,339.86,5.98,19,80.5,2025-01-31
CUST4620,275.72,2.88,25,19.76,2025-01-31
CUST7636,345.22,1.89,21,45.79,2025-01-31
CUST6624,278.82,6.89,22,79.87,2025-01-31
CUST5714,263.78,3.48,23,43.86,2025-01-31
CUST5404,430.55,5.67,28,89.45,2025-01-31
CUST6344,308.81,6.48,28,84.11,2025-01-31
CUST1612,268.28,5.33,28,66.93,2025-01-31
CUST6826,294.63,9.3,20,117.59,2025-01-31
CUST6975,313.26,7.48,19,87.73,2025-01-31
CUST4149,362.68,4.93,18,67.64,2025-01-31
CUST4841,227.09,9.66,23,109.42,2025-01-31
CUST4205,282.31,7.02,17,85.06,2025-01-31
CUST3989,332.94,5.01,24,79.61,2025-01-31
CUST2856,364.88,8.17,23,111.79,2025-01-31
CUST1125,281.75,6.29,12,85.84,2025-01-31
CUST7600,299.97,9.58,20,106.65,2025-01-31
CUST4718,354.07,6.28,15,77.71,2025-01-31
CUST6766,313.33,2.75,15,43.53,2025-01-31
CUST4711,377.47,7.93,13,92.9,2025-01-31
CUST1380,250.59,0.91,17,21.1,2025-01-31
CUST9124,320.25,2.44,17,43.83,2025-01-31
CUST8343,292.56,2.94,22,42.63,2025-01-31
CUST3794,349.71,6.13,17,80.83,2025-01-31
CUST2088,295.84,9.39,21,116.29,2025-01-31
CUST8276,261.64,5.71,14,71.1,2025-01-31
CUST5760,286.92,8.69,18,94.46,2025-01-31
CUST6009,228.6,7.84,24,98.63,2025-01-31
CUST6418,400.2,6.6,25,90.2,2025-01-31
CUST1294,258.24,4.18,18,58.97,2025-01-31
CUST5458,202.9,5.59,23,74.93,2025-01-31
CUST2416,224.18,7.86,17,106.79,2025-01-31
CUST6970,294.02,3.73,12,47.32,2025-01-31
CUST7017,286.2,5.23,17,60.29,2025-01-31
CUST8188,289.74,0.75,21,27.91,2025-01-31
CUST8017,362.91,3.58,18,22.1,2025-01-31
CUST8726,278.95,3.8,14,58.17,2025-01-31
CUST1709,273.31,5.39,19,71.49,2025-01-31
CUST5032,328.45,5.87,9,83.44,2025-01-31
CUST2179,326.82,5.68,26,75.07,2025-01-31
CUST9501,266.65,4.42,20,68.34,2025-01-31
CUST3984,298.92,2.12,26,44.28,2025-01-31
CUST8523,164.61,8.21,24,91.47,2025-01-31
CUST4029,253.37,6.8,18,10.4,2025-01-31
CUST3444,258.45,3.77,16,51.82,2025-01-31
CUST2569,260.09,5.25,20,74.91,2025-01-31
CUST6493,299.13,4.51,29,64.65,2025-01-31
CUST6846,365.94,6.2,18,81.82,2025-01-31
CUST1199,260.99,6.11,16,75.54,2025-01-31
CUST6038,299.36,6.85,20,86.09,2025-01-31
CUST6020,195.95,5.8,26,73.13,2025-01-31
CUST1358,334.58,6.08,19,81.99,2025-01-31
CUST1688,300.46,7.11,20,85.87,2025-01-31
CUST8637,311.27,8.46,22,116.39,2025-01-31
CUST8628,278.32,2.9,31,362.88,2025-01-31
CUST5003,267.64,8.59,18,108.42,2025-01-31
CUST6943,183.47,5.07,14,78.28,2025-01-31
CUST1890,294.34,5.38,28,68.91,2025-01-31
CUST5608,381.58,5.97,24,87.22,2025-01-31
CUST8427,284.35,6.04,17,81.41,2025-01-31
CUST9290,275.03,3.77,16,51.46,2025-01-31
CUST5093,291.32,5.51,19,16.24,2025-01-31
CUST9398,260.35,7.59,23,19.2,2025-01-31
CUST1185,333.16,9.12,29,110.73,2025-01-31
CUST5868,419.82,9.45,24,120.32,2025-01-31
CUST9068,289.85,4.17,20,61.08,2025-01-31
CUST7033,255.49,2.04,19,38.2,2025-01-31
CUST2381,369.03,4.07,20,62.76,2025-01-31
CUST9177,335.7,3.93,20,66.93,2025-01-31
CUST3561,359.69,3.37,23,60.57,2025-01-31
CUST5587,296.43,-0.43,16,10.53,2025-01-31
CUST9011,303.32,4.64,16,61.21,2025-01-31
CUST5057,353.28,4.16,24,61.47,2025-01-31
CUST3254,320.02,-0.61,23,9.26,2025-01-31
CUST2271,248.59,4.58,17,57.85,2025-01-31
CUST1100,241.31,8.56,23,104.03,2025-01-31
CUST6517,206.74,6.75,23,445.48,2025-01-31
CUST9879,320.94,6.9,21,82.32,2025-01-31
CUST1445,273.52,11.37,20,134.96,2025-01-31
CUST3205,309.3,6.08,29,81.91,2025-01-31
CUST2448,210.32,5.52,23,76.33,2025-01-31
CUST2233,339.79,3.66,15,52.49,2025-01-31
CUST4035,232.83,3.68,21,59.73,2025-01-31
CUST2113,272.06,7.84,22,97.91,2025-01-31
CUST1526,285.65,3.1,24,59.76,2025-01-31
CUST5929,350.18,4.37,23,74.44,2025-01-31
CUST9366,273.74,2.91,17,43.64,2025-01-31
CUST4780,320.73,9.42,25,118.15,2025-01-31
CUST6714,317.06,7.34,13,93.86,2025-01-31
CUST6474,284.76,6.11,25,82.52,2025-01-31
CUST4455,338.86,8.05,19,447.53,2025-01-31
CUST5493,299.41,1.81,20,38.96,2025-01-31
CUST2358,365.48,4.22,12,65.74,2025-01-31
CUST8076,258.6,8.81,26,96.87,2025-01-31
CUST2099,356.21,7.58,27,99.54,2025-01-31
CUST4740,411.65,1.95,16,43.22,2025-01-31
CUST7859,284.81,4.62,23,65.02,2025-01-31
CUST5105,207.5,6.56,15,79.98,2025-01-31
CUST2727,219.36,5.56,15,62.45,2025-01-31
CUST2990,274.66,6.07,20,70.84,2025-01-31
CUST2715,328.75,9.01,28,126.1,2025-01-31
CUST6550,208.17,8.49,17,104.85,2025-01-31
CUST7961,284.48,4.56,23,66.84,2025-01-31
CUST5192,244.41,3.38,23,47.54,2025-01-31
CUST6785,229.81,4.27,17,57.42,2025-01-31
CUST1972,402.77,3.76,14,58.42,2025-01-31
CUST3327,328.27,7.38,22,93.05,2025-01-31
CUST2151,292.44,8.94,20,117.62,2025-01-31
CUST2373,279.54,5.03,17,69.15,2025-01-31
CUST1381,280.32,4.23,21,61.72,2025-01-31
CUST9194,337.63,4.95,20,66.52,2025-01-31
CUST5103,244.25,4.48,22,47.54,2025-01-31
CUST2193,288.22,8.93,18,107.94,2025-01-31
CUST6655,307.48,3.93,17,66.79,2025-01-31
CUST4865,417.45,5.91,22,82.09,2025-01-31
CUST9651,386.35,4.99,20,78.1,2025-01-31
CUST3077,217.91,5.83,12,73.88,2025-01-31
CUST7707,348.0,4.67,19,74.24,2025-01-31
CUST8252,328.04,5.66,15,73.76,2025-01-31
CUST1451,275.63,1.24,18,32.83,2025-01-31
CUST8040,295.21,7.07,22,96.61,2025-01-31
CUST9761,297.8,3.52,23,56.39,2025-01-31
CUST5888,393.07,2.43,20,42.17,2025-01-31
CUST4525,253.81,5.05,11,57.76,2025-01-31
CUST2209,240.78,7.42,10,92.65,2025-01-31
CUST5755,315.36,2.04,14,37.16,2025-01-31
CUST8756,235.96,7.83,20,91.21,2025-01-31
CUST5256,265.2,8.45,17,90.37,2025-01-31
CUST1951,295.67,4.36,15,54.2,2025-01-31
CUST6851,356.67,6.81,25,94.29,2025-01-31
CUST2609,256.06,3.4,27,56.31,2025-01-31
CUST1538,317.02,5.82,23,74.87,2025-01-31
CUST8688,292.11,8.37,18,98.64,2025-01-31
CUST9094,346.92,5.99,10,81.67,2025-01-31
CUST8778,254.75,6.09,17,73.4,2025-01-31
CUST3767,278.44,5.38,20,67.71,2025-01-31
CUST5808,277.63,8.49,24,98.18,2025-01-31
